title,genres,overview,vote_average,release_date,popularity,keywords,backdrop_path,homepage
Focus,"Romance, Comedy, Crime","Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",6.875,25-02-2015,36.414,"seduction, con man, illusion, deception, rivalry, femme fatale, con artist, illusionist",/tJMvfYI2m6npeKRU9rAlLNTLlIj.jpg,http://focusmovie.com/
Orphan,"Horror, Thriller, Mystery","After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",7.001,24-07-2009,36.406,"nun, deaf-mute, orphan, troubled marriage, aftercreditsstinger, duringcreditsstinger",/blJVWug8FJggb9gs6NuooyOWBTP.jpg,
Descendants,"Family, Music, Adventure, Comedy, Fantasy, TV Movie","A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",7.117,31-07-2015,36.406,"witch, high school, magic, fairy tale, villain, teen movie, fairy godmother, teenage protagonist, maleficent",/wy3ItrIw4DmLFxvFK5LM6FPwdQw.jpg,
My Big Fat Greek Wedding,"Comedy, Drama, Romance",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,6.5,19-04-2002,36.384,"parent child relationship, culture clash, midlife crisis, greece, bad mother-in-law, mother-in-law, restaurant, parents-in-law, bad father-in-law, son-in-law, father-in-law, patriarch, greek, wedding, family, xenophobia",/3d8Y4q172YFp2obUdfMjyErB7eU.jpg,
10 Things I Hate About You,"Comedy, Romance, Drama","On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",7.58,30-03-1999,36.364,"high school, deception, based on play or musical, coming of age, teen movie, shrew, valentine's day, shakespeare in modern dress, opposites attract, duringcreditsstinger, teenage romance, overprotective father",/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg,
Starship Troopers,"Adventure, Action, Thriller, Science Fiction","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",7.03,07-11-1997,36.346,"spacecraft, space marine, army, moon, based on novel or book, asteroid, intelligence, dystopia, buenos aires, argentina, space battle, satire, giant insect, creature, soldier, drill instructor, military, bugs",/j0BB9DoqobGvRqKVeAveP70hWi2.jpg,
Assassin Club,"Action, Mystery, Thriller","In this world of contract killers, Morgan Gaines is the best of the best. When Morgan is hired to kill six people around the world, he soon discovers all the targets are also assassins unknowingly hired to kill each other.",6.162,24-02-2023,36.325,"assassin, agent, killers",/cYyUinLXRbQwE4PAt2mQLTGBqti.jpg,
Kill Bill: Vol. 1,"Action, Crime","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",7.97,10-10-2003,36.315,"martial arts, japan, kung fu, showdown, coma, sword, asia, yakuza, bride, sword fight, revenge, vigilante, female yakuza, animated scene, wedding, samurai sword, eye patch, retribution",/k9Ps0EsrTnqbQ4oTTWx628BQ2TW.jpg,http://www.miramax.com/movie/kill-bill-volume-1
The Last Warrior: Root of Evil,"Fantasy, Adventure, Comedy","Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",6.918,01-01-2021,36.296,"children's story, the last hero",/dIibeeq4QMay5bTJ2vjr72IFFRo.jpg,
Sex and the City,"Comedy, Drama, Romance",A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,6.56,12-05-2008,36.279,"hotel, new year's eve, new york city, forgiveness, city portrait, fashion journal, saint louis, female friendship, romantic comedy, fashion designer, malibu, loss of libido, botox, couples therapy, best friend, wedding, break-up, fashion, manhattan, new york city, desire to have children, female sexuality",/osHKguxvXPIUJJzsO3DEORZZ8QD.jpg,http://www.sexandthecitymovie.com/
A Beautiful Mind,"Drama, Romance","John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",7.851,11-12-2001,36.253,"individual, schizophrenia, love of one's life, intelligence, mathematics, massachusetts, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, delusion, genius, biography, math genius, savant",/vVBcIN68kFq681b4lObiNJhEVro.jpg,https://www.uphe.com/movies/a-beautiful-mind
Hotel Transylvania 2,"Animation, Comedy, Family, Fantasy","When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",6.8,21-09-2015,36.252,"hotel, witch, skeleton, magic, transylvania, technology, marriage, mummy, only child, backpacker, wolfman, zombie, moving out, invisible person, new life, dracula",/mfnkxXWuh2Br097Qteq8ieqKfev.jpg,
Valerian and the City of a Thousand Planets,"Adventure, Science Fiction, Action","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",6.625,20-07-2017,36.195,"future, shapeshifting, space travel, utopia, based on comic, alien, alien planet, energy, alien abduction, genocide, parallel world, political intrigue , pacifist, space opera, military, government agent, marketplace, trapped in space, federal government, unity, cosmopolis",/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg,
8 Mile,"Drama, Music","For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",7.124,08-11-2002,36.179,"individual, adolescence, rap music, hip-hop, rhyme battle, trailer park, street gang, ethnic stereotype, rapper, ghetto, single, detroit, michigan, 1990s, battle rap",/bfccQmQWNFQYRv4PHgCnjDu7PXn.jpg,https://www.uphe.com/movies/8-mile
Tears of the Sun,"War, Action, Drama","Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",6.839,07-03-2003,36.173,"civil war, war crimes, refugee, village, evacuation, border, rescue mission, us army, nigeria, president, doctor, massacre, brutality, military, child soldier",/n2wlMpTuiovYCZHpwKtbSTY8Wor.jpg,
The Addams Family 2,"Animation, Adventure, Comedy, Family, Fantasy, Horror",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,7.012,01-10-2021,36.131,"kidnapping, supernatural, grand canyon, niagara falls, family, san antonio, texas, scientific experiment, comedy",/9e6wp707XMouPG939o2fHunXXJR.jpg,https://mgm.com/movies/the-addams-family-2
Rebel,"Drama, Action, Thriller","Kamal resolves to change his life for the better, and so leaves Belgium to help victims of the war in Syria. But when he arrives, he is forced to join a militia and is left stranded in Raqqa. Back home, his younger brother Nassim quickly becomes easy prey for radical recruiters, who promise to reunite him with his brother. Their mother, Leila, fights to protect the only thing she has left: her youngest son.",8.346,31-08-2022,36.127,"isis (daesh), raqqa, syria",/68fnREIWiYQdzcgx9FsLBqLVxee.jpg,
The Secret Life of Pets 2,"Adventure, Animation, Comedy, Family","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",6.969,24-05-2019,36.117,"new york city, friendship, sequel, illumination",/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,http://www.thesecretlifeofpets.com
The Social Network,Drama,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",7.358,01-10-2010,36.101,"hacker, based on novel or book, boston, massachusetts, ex-girlfriend, harvard university, narcissism, based on true story, hacking, historical fiction, twins, double cross, misogyny, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, social media, young entrepreneur, facebook, legal drama, boat racing",/2BNKxbq4muNcwTjSDNCYnvr1dM8.jpg,https://www.sonypictures.com/movies/thesocialnetwork
Perfume: The Story of a Murderer,"Crime, Fantasy, Drama","Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",7.4,13-09-2006,36.085,"daughter, small town, bad smell, prostitute, paris, france, based on novel or book, obsession, orgy, genius, supernatural, lone wolf, nose, lavender, child prodigy, fish market, murder, death, perfume, 18th century",/kgHYRHQ5BZM1mxsy1MSZepNjMiR.jpg,
