title,genres,overview,vote_average,release_date,popularity,keywords,poster_path,homepage
The Edge of Love,"Drama, History, Romance","When the Welsh poet Dylan Thomas and his flirtatious wife Caitlin sweep into war-torn London, the last thing they expect is to bump into Dylan's childhood sweetheart Vera. Despite her joy at seeing Dylan after so many years, Vera is swept off her feet by a dashing officer, William Killick, and finds herself torn between the open adoration of her new found beau and the wily charms of the exotic Welshman.",6.191,2008-06-20,12.664,"poet, biography",/uo7ZDvipL2OZu6G44hDP0sjDZ9n.jpg,
Leaves of Grass,"Comedy, Crime, Thriller","An Ivy League professor returns home, where his pot-growing twin brother has concocted a plan to take down a local drug lord.",6.03,2009-09-13,12.663,"sibling relationship, restart, mentor, road trip, twin brother, hospital",/9OKhPNN3vNqXHJfNKW1YndyyzkK.jpg,http://www.leavesofgrassmovie.com/
Reign of Assassins,"Action, Adventure","Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret.",6.9,2010-09-01,12.662,"martial arts, sword fight, wuxia, 15th century",/jIQAm7YlBoZqllu4gbnagRlO9NY.jpg,http://jianyu.ent.sina.com.cn/
BASEketball,Comedy,"Two losers from Milwaukee, Coop and Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",6.09,1998-07-28,12.662,"sports, stadium, invention, mascot, friends, money, business, aftercreditsstinger, driveway, sportscaster",/oKZdAUV9XSLp091f0GmtQEu0UZy.jpg,
A Hidden Life,"Drama, War, History",Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,7.145,2019-12-11,12.659,"husband wife relationship, nazi, world war ii, austria, biography, conscientious objector, free will, saint, farmer, strong man, integrity, prison brutality, ostracism, saints, sainthood, alpine village, christian faith, anti-nazi, alps",/rdG4jfH0rxkB2FgkYmjj9V4Q31M.jpg,http://www.foxsearchlight.com/ahiddenlife/
The Man Who Killed Don Quixote,"Adventure, Comedy","Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",6.773,2018-05-19,12.659,"spain, based on novel or book, director, filmmaking, don quixote",/4o4zw2c9sfHvszIb5xpuFagnouR.jpg,http://quixotemovie.com
To End All Wars,"Drama, War, Action","Based on a real-life story, this drama focuses on a small group of Allied soldiers in Burma who are held captive by the Japanese. Capt. Ernest Gordon (Ciaran McMenamin), Lt. Jim Reardon (Kiefer Sutherland) and Maj. Ian Campbell (Robert Carlyle) are among the military officers kept imprisoned and routinely beaten and deprived of food. While Campbell wants to rebel and attempt an escape, Gordon tries to take a more stoic approach, an attitude that proves to be surprisingly resonant.",6.344,2001-09-02,12.657,"japan, scotland, traitor, freight train, railway car, teacher, jungle, corporal punishment, bushido",/4fXRE02M2EckpGPZNbuZIo05dmL.jpg,
Pacto de Fuga,"Drama, Thriller","During the last years of Pinochet's military regime,  a group of militants from the ""Manuel Rodríguez Patriotic Front"" plan a prison break of political prisoners, through a tunnel that will take them 18 months to dig.",7.5,2020-01-23,12.656,"based on true story, prison break",/qDFfu73R8uO94ydFtdxEdSfTlg6.jpg,
Dolphin Tale 2,"Family, Drama",The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,6.942,2014-09-11,12.655,"florida, aquarium, dolphin, veterinarian, sequel, swimming, clearwater, sea turtle",/uBCyWQzqq6I60owpC9qCE5XAO1N.jpg,http://www.seewinter.com/
TransSiberian,"Thriller, Crime, Mystery",A TransSiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,6.378,2008-01-18,12.655,"china, police, married couple, firearm, backpacker, travel, snow, cowardliness, train, drugs, killer, siberia, moscow, russia, trans-siberian railway",/dhTOda5CLp9tEdDzQZiqBTdv5lR.jpg,
Broken Embraces,"Drama, Romance, Thriller","Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",7.16,2009-03-18,12.655,"jealousy, madrid, spain, obsession, love",/uPTOKnc9bzPp1emH3TyuKOGIylQ.jpg,http://www.losabrazosrotos.com/
Nebraska,"Drama, Adventure","An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",7.428,2013-09-21,12.654,"small town, montana, dementia, aging, dysfunctional family, road trip, f word, pickup truck, estranged father, lincoln nebraska, nebraska, sweepstakes, estranged son, confronting the past",/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg,
Flying Swords of Dragon Gate,"Adventure, Action","Flying Swords of Dragon Gate picks up three years after the infamous Dragon Inn was burnt down in the desert when its innkeeper Jade vanished. A new gang of marauders had taken over - innkeepers by day and treasure hunters by night. The inn is the rumoured location of a lost city buried under the desert, and its hidden treasure would only be revealed by a gigantic storm every 60 years. The gang used the inn as a front to locate the lost treasure.",6.276,2011-12-15,12.654,"martial arts, sandstorm, eunuch, concubine, chinese emperor, wuxia, 15th century",/1i5kkGZne5tKfSlTtaYnfJQNN6c.jpg,http://longmenfeijia.ent.sina.com.cn/
The Baker,"Action, Drama, Crime, Thriller, Mystery","A quiet, stoic man, lives a monk-like existence in self-imposed exile. When his estranged son is killed in a drug deal gone bad, he is left to look after a granddaughter he never knew existed, and he is forced back into a life he tried to put behind him.",6.2,2023-07-27,12.654,"drugs, violence",/ocUrOchwIIageWWrHKiiVgUc06L.jpg,
My Son,"Thriller, Crime, Drama","When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue.",6.174,2021-09-23,12.65,"ireland, missing child, police investigation, divorced parents, boys camp",/8d4q6bf1PS6OX6F3syWnfBzFZg9.jpg,
Arlington Road,"Crime, Drama, Thriller, Mystery",Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,7.005,1999-03-19,12.648,"army, washington dc, usa, bomb, wife, politics, professor, fbi, paranoia, college, suspicion, murder, neighbor, conspiracy, terrorism, agent, blueprint, classified, neo-noir, domestic terrorism",/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg,
Get on Up,"Drama, Music",A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,6.766,2014-08-01,12.648,"vietnam war, 1970s, biography, south carolina, singer, breaking the fourth wall, songwriter, 1980s, 1950s, soul music, non linear",/dVbGeU5agxFGcJnL5hk4uO8W7i2.jpg,
Ring 0,"Horror, Thriller, Drama","Taking place thirty years before the events of Ringu, Ringu 0 provides the shocking background story of how the girl on the video became a deadly, vengeful spirit.",6.131,2000-01-22,12.645,"dying and death, journalist, theatre group, prequel, killer, wizard, parapsychology",/nuhEWlaoMD00rTDCiYxdEc7d1tD.jpg,
Crazy Heart,"Drama, Music, Romance","When reporter Jean Craddock interviews Bad Blake—an alcoholic, seen-better-days country music legend—they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son.",6.909,2009-12-16,12.644,"journalist, taxi, country music, guitar, musician, alcoholism, singer, memory, texan, alcoholic, drink, guilt, biscuit",/zwao2YMsqf27IzNEtDNWSe0W9jH.jpg,
The Sleeping Dictionary,"Drama, Romance","A young Englishman is dispatched to Sarawak to become part of the British colonial government. He encounters some unorthodox local traditions, and finds himself faced with tough decisions of the heart involving the beautiful Selima, the unwitting object of his affections.",6.525,2003-01-31,12.644,forbidden love,/fOFcv1LlQLpG4svZa6bm0ND1njV.jpg,
Saving Face,"Comedy, Romance, Drama",A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,7.331,2004-09-12,12.641,"coming out, homophobia, chinese woman, lesbian relationship, cultural difference, dating, lgbt, chinese american, cultural conflict, woman director, intersectionality, mother daughter relationship, lesbian, girls love, lesbian interest, lgbtq",/4n97kstcOsGq2m5cKRIoyZGm3Cv.jpg,
A Thousand and One,Drama,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.",6.9,2023-03-31,12.641,"new york city, parent child relationship, convicted felon, woman director, felon, 1990s, mother son relationship",/8NKqW4vTTxsrLFAPn7rLPUjGhvN.jpg,https://www.focusfeatures.com/a-thousand-and-one/
Looking for Richard,Documentary,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",6.7,1996-10-11,12.64,performance art,/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg,
Precious,Drama,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret; She can't read.",7.336,2009-11-06,12.639,"rape, aids, illiteracy, unwillingly pregnant, balloon, school, crying, motorcycle, harlem, new york city, 1980s, abusive mother",/cY23k6VQsHVfTQIHf7e887iAfq4.jpg,http://www.weareallprecious.com/
Redbad,"Adventure, History, War, Drama","In the year of 754 AD, during a time of epic battles and bloodshed, the legend of the pagan warrior king, Rebad, is born, but so is a new weapon against his people: Christianity. Redbad must ultimately unite a Viking army powerful enough to defeat the seemingly invincible Franks.",6.279,2018-06-28,12.638,,/jmBXIR1nv1ueIBFBqKg60rLBzmQ.jpg,http://www.redbadthemovie.com/
Assassination,"Adventure, Action, Thriller","In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",7.4,2015-07-22,12.635,"assassination, independence movement, japanese invasion of korea, 1930s, korean resistance, japanese occupation of korea",/h4waWHgfIaqcFfMQ38aKDs6Pkw3.jpg,
The Half of It,"Comedy, Romance, Drama","Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",7.106,2020-05-01,12.633,"high school, small town, romantic comedy, coming of age, east asian lead, lgbt, lgbt teen, washington state, chinese american, generation z, teenage protagonist, lesbian, asian american, teenager",/jC1PNXGET1ZZQyrJvdFhPfXdPP1.jpg,https://www.netflix.com/title/81005150
The Twins Effect,"Action, Comedy, Horror","An evil Duke attempts to kill and collect the blood of a royal family of European vampires in order to become all powerful. The only surviving member of the family travels to Hong Kong, only to complicate his struggle by falling in love with a mortal girl who just happens to have a vampire hunter for a brother.",6.02,2003-03-08,12.632,martial arts,/frwUWEGWFiIlYekPRuZFG5N250Q.jpg,
RE:BORN,"Action, Crime",A legend covert soldier with a mysterious past decides to unleash once again his beast within to stand up for what he cares about.,7.063,2016-09-24,12.632,"sniper, forest, fortress, special ops",/cE4VADDJxwpFqTjOvRNIfAsvI37.jpg,http://udenflameworks.com/reborn/en/
The Courageous Heart of Irena Sendler,"Drama, War","Irena Sendler is a Catholic social worker who has sympathized with the Jews since her childhood, when her physician father died of typhus contracted while treating poor Jewish patients. When she initially proposes saving Jewish children from the Warsaw Ghetto, her idea is met with skepticism by fellow workers, her parish priest, and even her own mother Janina.",7.347,2009-04-19,12.631,"nazi, holocaust (shoah), world war ii, biography",/jfvvws0sCNbNNxY9llsBqmeERxv.jpg,http://www.cbs.com/specials/courageous_heart/
The Secrets We Keep,"Thriller, History, Drama","In post-World War II America, a woman, rebuilding her life in the suburbs with her husband, kidnaps her neighbor and seeks vengeance for the heinous war crimes she believes he committed against her.",6.002,2020-09-16,12.629,"post world war ii, vengeance",/llH79Avl9IYYoHTKRv0iA8rzpuO.jpg,https://bleeckerstreetmedia.com/the-secrets-we-keep
Scooby-Doo! Moon Monster Madness,"Adventure, Animation, Family, Comedy, Mystery, Science Fiction","It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",7.779,2015-02-17,12.628,"moon, alien, criminal investigation",/gwyT0ljh8mVViwO6N5p4ACcIsW5.jpg,
Wu Kong,"Fantasy, Action, Adventure","The story tells the story of Sun Wukong and Erlang Shen, who come to the Immortal Mountain to cultivate their skills. They gain friendship, experience love and ultimately betrayal, growing throughout their life journey.",7.631,2017-07-13,12.628,"martial arts, based on myths, legends or folklore",/AjfUVXVTm7ix2ehiLA19s2BrZCe.jpg,
The Witcher: Nightmare of the Wolf,"Animation, Action, Fantasy","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",7.574,2021-08-23,12.627,"monster, magic, creature, fantasy world",/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg,https://www.netflix.com/title/81037868
Kissing Jessica Stein,Comedy,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",6.005,2002-03-13,12.627,"bisexuality, blind date, romantic comedy, based on play or musical, dating, art gallery, exploring sexuality, single woman, gay theme, lesbian, jewish",/8b2g8QZRLTJMYyzc3HirTSRQpLW.jpg,
The Odd Life of Timothy Green,"Fantasy, Drama, Comedy, Family","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",6.97,2012-08-15,12.627,"dodgeball, incredibile",/24HWf4QBnEbNYDJfNFR1CmwtST5.jpg,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/
Buddha: The Great Departure,"Adventure, Animation, Drama, History","Prince Siddhartha is heir to the Shakya kingdom, which is constantly at war with the more powerful Kosala kingdom. His father tries to raise as him as a warrior leader and to shield him from the miseries of the world. Meeting the young outcast girl Migaila, Siddhartha experiences love for the first time but also witnesses the suffering that afflicts humankind. Meanwhile, in Kosala, Chapra rises through the military, despite his lowly origins, to become a hero and general of the army. A final showdown between the two kingdoms forces Siddhartha to re-evaluate the path he is following.",7.375,2011-05-28,12.626,"journey, anime",/2hPrb9XuZSwmY6MVtWjUvczPQtG.jpg,https://tezukaosamu.net/en/anime/138.html
The Assistant,Drama,"A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position.",6.324,2020-01-31,12.626,"movie business, corporate world, employer employee relationship, personal assistant, woman director, abuse of power, metoo, workplace culture",/zJpJkVgezsR7dp6KQwyxtGIAOZv.jpg,https://bleeckerstreetmedia.com/the-assistant
Santa Paws 2: The Santa Pups,"Family, Fantasy, Adventure","An all-new Disney holiday classic is born - Santa Paws 2: The Santa Pups. Starring a brand-new litter of the cutest talking pups ever - Hope, Jingle, Charity, and Noble - it's perfect for the whole family. When Mrs. Claus travels to Pineville, the playful Santa Pups stow away on her sled. Taking mischief to a whole new level, they begin granting joyful wishes to Pineville's boys and girls, but something goes terribly wrong - the Christmas spirit begins to disappear. Now the Santa Pups and Mrs. Claus must race to save Christmas around the world. From the creators of Disney Buddies, this magical, heartwarming tale is brimming with hope, cheer, and Christmas spirit.",6.048,2012-11-20,12.622,"santa claus, dog, christmas",/6gIy6vKkEJFWA0I38kGbyPj1LY7.jpg,
Windstorm,"Adventure, Family","While spending the summer at her grandmother's farm, a girl discovers a talent for communicating with horses and tries to tame a fierce stallion.",7.425,2013-03-21,12.622,"farm, based on novel or book, talent, horse, summer, stallion",/dshXuNNZHSLH25WPKcIKIs0OoJj.jpg,
Batman and Harley Quinn,"Adventure, Action, Animation, Science Fiction, Comedy","Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",6.116,2017-08-14,12.622,"superhero, based on comic",/zrqIPpbqCgrs1rS0ltxNicJcuse.jpg,https://www.warnerbros.com/movies/batman-and-harley-quinn
Novitiate,Drama,"In the early 1960s, during the Vatican II era, a young woman training to become a nun struggles with issues of faith, sexuality and the changing church.",6.373,2017-10-27,12.621,"sexual identity, nun, religious education, vatican, confession, coming of age, mother superior, monastery, catholic church, woman director, faith tested, abuse, 1960s, emotional abuse",/eZ9BbRy4YGFM1yvx6ZDO7qzILJ.jpg,http://sonyclassics.com/novitiate
Welcome to Marwen,"Animation, Drama, Comedy","When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",6.562,2018-12-21,12.618,"coma, rehabilitation, based on true story, fictional war, mental illness, prototype, toy comes to life, toy soldier, toy designer, live action and animation, animatronic, delusions, semi-biographical, hopeful",/dOULsxYQFsOR0cEBBB20xnjJkPD.jpg,https://www.welcometomarwen.com
American Nightmare: Becoming Cody Rhodes,Documentary,"This intimate and revealing documentary follows professional wrestler, Cody Rhodes, from leaving the WWE to his eventual return to WrestleMania and his journey chasing the WWE championship一a feat his father, ""The American Dream"" Dusty Rhodes, never accomplished.",7.158,2023-07-31,12.618,"pro wrestling, wwe, cody rhodes",/5u3uOpxlsUyr3TS036qrXKBj7M6.jpg,https://www.peacocktv.com/stream-movies/wwe-american-nightmare-becoming-cody-rhodes
The Red Turtle,"Animation, Drama, Fantasy, Family","The dialogue-less film follows the major life stages of a castaway on a deserted tropical island populated by turtles, crabs and birds.",7.5,2016-06-29,12.616,"coming of age, survival, loneliness, crab, raft, sea turtle, deserted island, flood, anime",/wOBU3SLjQ9358Km9YWYasPZyebp.jpg,
Containment,"Thriller, Horror, Science Fiction",Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?,6.0,2015-07-09,12.615,,/jMyudM6LM9VfIsR8ZRghlSpAdfv.jpg,
The Sweet Hereafter,Drama,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",6.905,1997-09-25,12.614,"small town, canada, based on novel or book, suffering, village, paralysis, based on true story, tragedy, lawyer, car accident, school bus, british columbia",/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,
Entergalactic,"Animation, Comedy, Romance",Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,7.7,2022-09-28,12.608,"new york city, photographer, ex-girlfriend, artist, graffiti, romance, neighbor, bike, brooklyn, new york city, stoner, adult animation, comic book artist, apartment",/cfXbwPWwlmMhC45asWxCWq3Utwa.jpg,https://www.netflix.com/title/81053303
Extraordinary Measures,Drama,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children are diagnosed with Pompe disease—a condition that prevents the body from breaking down sugar. With the support of his wife, John ditches his career and teams with unconventional specialist, Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of his children. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",6.215,2010-01-21,12.608,"hereditary disease, university research",/3KoxLZ2yeGSIHgQdE0PUU8Z6J7w.jpg,http://www.extraordinarymeasuresthemovie.com
Stutz,Documentary,"In candid conversations with actor Jonah Hill, leading psychiatrist Phil Stutz explores his early life experiences and unique, visual model of therapy.",7.562,2022-11-14,12.607,"conversation, psychiatrist",/uOiJmotRM12wsgfwiEXsp3AErdU.jpg,https://www.netflix.com/title/81387962
The Tinder Swindler,"Documentary, Crime","Posing as a wealthy, jet-setting diamond mogul, an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.",6.988,2022-02-02,12.607,"fraud, dating, con, meeting on the internet, social media, online dating, conman, internet crime",/iLUSFjdavIf0SrP7ldoQ1xomQVC.jpg,http://netflix.com/thetinderswindler
Enigma,"Mystery, Drama, Thriller, Romance, War","The story of the WWII project to crack the code behind the Enigma machine, used by the Germans to encrypt messages sent to their submarines.",6.322,2001-01-22,12.607,"friendship, submarine, lover (female), world war ii, radio transmission, leave, cryptography, secret formula",/7gBFkDYBqvSzrPOWlpGTXRp97NQ.jpg,
Enter the Fat Dragon,"Action, Comedy, Crime","After being dumped by his fiancé, heartbroken Hong Kong police officer Fallon Zhu gains 200+ pounds. His superiors demote him to the job of escorting convicts to Japan. When a convict in his custody mysteriously dies, he must team up with citizen Thor to solve the mystery.",6.4,2020-01-23,12.607,,/fQqqsj0WhANqGqHQ8BhBE7iI4bk.jpg,http://mm2entertainment.com/workdetails.php?id=244
To Steal from a Thief,"Crime, Thriller","Valencia, Spain. On a rainy morning, six armed men in disguise assault a bank. But what seemed like an easy heist, quickly goes wrong with nothing unfolding as planned, and mistrust quickly builds between the two leaders of the gang.",6.227,2016-03-03,12.605,"government, gang of thieves, bank robbery, hostage situation, safecracker, hostage negotiator, crooked politician, political corruption, safe deposit box, valencia, spain",/elEaCDGOymaTePaM7oL41WaT0aC.jpg,
Mansfield Park,"Drama, TV Movie","In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",6.021,2007-03-18,12.605,,/vnjpMB6wJymfpX3CraHw3zeXONF.jpg,
L.O.L. Surprise! The Movie,"Animation, Family",Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,6.844,2021-10-08,12.603,,/vbc8H3SR3BM6TZkJw6UBN4ekdjK.jpg,https://www.netflix.com/title/81445141
Dragon Quest: Your Story,"Animation, Adventure, Comedy, Fantasy, Action, Family",Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,6.714,2019-08-02,12.601,"martial arts, video game, fight, magic, demon, based on video game, fantasy world, anime",/5R70ehKGh5V0ZYOdikxwSfoLGMt.jpg,https://dq-movie.com/
News of the World,"Drama, Western, Adventure","A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",6.99,2020-12-25,12.601,"newspaper, based on novel or book, texas, horse, native american, shootout, orphan, american civil war, civil war veteran, horse and wagon, 19th century, injured horse",/fYQCgVRsQTEfUrP7cW5iAFVYOlh.jpg,https://www.universalpictures.com/movies/news-of-the-world
Krrish,"Action, Science Fiction","In Singapore, Krishna is forced by circumstances to use his superpowers and become a masked superhero named Krrish, before getting drawn towards his lost legacy.",6.378,2006-06-23,12.601,superhero,/neJo0Xt9NH6aPBPNhKfHFQpwrcC.jpg,
No One Would Tell,"Drama, Crime, TV Movie","Shy sixteen-year-old Stacy Collins can't believe that the most popular guy in school, an attractive athlete named Bobby Tennison, is interested in her. At first she is flattered by his constant attention, but then he becomes possessive and jealous-telling her who she can speak to and what she can wear. Threats escalate into violence when Bobby thinks Stacy has stepped out of line. Soon she is walking on egg shells and living in fear. Having seen the tell-tale bruises, Stacy's best friend convinces her to break things off with Bobby-but in a moment of weakness, Stacy goes to meet him. It will be the last time she is seen alive.",6.8,1996-05-06,12.599,,/hTjhj2v2HWeccSION78O8x9R8OC.jpg,
Bad Reputation,"Documentary, Music","The life and career of rock n' roll icon Joan Jett from her early years ripping it up onstage as the founder and backbone of hard-rock legends The Runaways, to her long time collaboration with Kenny Laguna as Joan Jett & the Blackhearts, and her enduring presence in pop culture as a rock pioneer and mentor. With her inimitable singles ""I Love Rock n Roll,"" and ""Bad Reputation"" Joan Jett inspired a generation of young women to rock.",6.85,2018-09-28,12.597,"punk rock, rockstar",/pGoTT52CTFILoVG9QpCW6K5mtI9.jpg,http://www.badreputationfilm.com/
6 Days,"Action, Drama, History, Thriller","London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.",6.012,2017-07-09,12.597,"london, england, england, based on true story, iran, hostage situation, hostage negotiator, 1980s, elite squad, england history",/yRbC0uRj1RDmF0JLon83il2dkR0.jpg,
Where the Truth Lies,"Drama, Mystery, Thriller",An ambitious reporter probes the reasons behind the sudden split of a 1950s comedy team.,6.163,2005-10-07,12.596,"journalist, 1970s, entertainer, journalism, one-night stand, extramarital affair, sex party",/4gWQoxAmSeBaugpccnWdlg5Ov6f.jpg,
Battle at Big Rock,"Action, Adventure, Science Fiction",A family's camping trip at Big Rock National Park becomes a terrifying fight for survival.,6.891,2019-09-15,12.593,"camping, dinosaur, spin off, allosaurus, mobile home, northern california, short film",/llnKykkow6C5viJsTeHfUTMQptI.jpg,https://www.youtube.com/watch?v=C7kbVvpOGdQ
The Painted Bird,"War, Drama, Thriller",A young boy wanders Eastern Europe during World War II.,7.2,2019-09-12,12.592,"child abuse, based on novel or book, war crimes, fairy tale, jewish ghetto, holocaust (shoah), world war ii, german-polish border, homer's odyssey, sexual violence, german occupation, brutal death, violent death, poland, nazi occupation, nazi invasion, russian occupation, child protagonist, german history, come and see",/wfuh6vTYLGspvkYoBy8GCaJx9Ur.jpg,http://the-painted-bird.com
Loving Pablo,"Crime, Drama",The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,6.26,2017-10-12,12.591,"journalist, based on novel or book, cocaine, biography, based on true story, medellín, colombia, drug cartel, drug lord, 1980s",/aV3kKzTCycGfZc5Lh29Tk6avKPL.jpg,http://millennium-media.net/mf-films/escobar/
Running Out of Time,"Drama, Action, Thriller, Crime",Police inspector and excellent hostage negotiator Ho Sheung-Sang finds himself in over his head when he is pulled into a 72 hour game by a cancer suffering criminal out for vengeance on Hong Kong's organized crime syndicates.,7.262,1999-09-23,12.588,"terminal illness, thief, revenge, murder, hong kong",/9ccrrOMnpeQm9SI0PL2E1d4stn6.jpg,
Turbo Kid,"Action, Adventure, Comedy, Science Fiction","In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.",6.584,2015-08-14,12.587,"dystopia, post-apocalyptic future, gore, bmx, robot, woman director, water scarcity",/ArUqADkwycYtNVuXSoSXVrdJ8iJ.jpg,
Hope Gap,Drama,A couple's visit with their son takes a dramatic turn when the father tells him he plans on leaving his mother.,6.341,2019-10-03,12.585,"change, poetry, married couple, routine, only child, train, anger, childhood home, high school teacher, denial, wedding anniversary, unhappiness, united kingdom, elderly couple, seaside town, long term relationship, mismatched couple, arguing couple, bickering couple, frustration, adult son",/zKEweptGlfCqXeH66Q5l8o5or9b.jpg,https://www.originpictures.co.uk/hope-gap
